id_avaliacao,id_pedido,id_restaurante,nota,comentario,criado_em
644,1962,28,4,Pedi pela segunda vez e manteve a qualidade.,2024-06-06 01:00:00
645,1860,20,5,"Marmita completa, bem temperada e ainda quente.",2024-06-11 05:00:00
646,1817,65,3,"Tudo certo, sem reclamações. Só não ficou surpreso.",2024-06-06 07:00:00
647,364,46,1,Arroz empapado e feijão aguado. Parece sobra do dia anterior.,2024-03-07 17:00:00
648,506,1,5,"Comida quente, bem temperada e porção farta. Perfeito.",2024-11-19 03:00:00
649,1166,14,5,Porção absurdamente generosa pelo preço cobrado.,2024-02-04 05:00:00
650,1122,27,4,"Comida incrível, super recomendo!",2024-04-04 11:00:00
651,1630,32,4,Pedi pela segunda vez e manteve a qualidade.,2024-06-04 12:00:00
652,1217,67,4,Adorei! Já virou meu favorito.,2024-06-02 16:00:00
653,1152,43,3,Massa al dente mas molho podia ter mais sabor.,2024-05-11 20:00:00
654,1125,50,3,"Entrega rápida, mas a comida era comum.",2024-10-29 13:00:00
655,1595,59,3,"Entrega dentro do prazo, comida ok. Nada extraordinário.",2024-07-17 06:00:00
656,119,37,5,Pedi pela segunda vez e não decepcionou.,2024-07-25 01:00:00
657,1250,11,4,Entrega antes do prazo e tudo bem embalado.,2024-12-17 19:00:00
658,1994,32,5,Porção absurdamente generosa pelo preço cobrado.,2024-05-16 08:00:00
659,523,26,5,"Marmita completa, bem temperada e ainda quente.",2024-11-12 12:00:00
660,514,43,2,"Molho faltando, pedi extra e não veio.",2024-02-09 22:00:00
661,82,17,2,"Entrega foi lenta, embalagem estava úmida.",2024-03-17 14:00:00
662,916,18,3,"Comida caseira simples. Sem inovação, mas honesta.",2024-02-29 08:00:00
663,1019,52,5,Voltei ao mesmo restaurante 5 vezes. Qualidade constante.,2024-09-11 13:00:00
664,381,2,2,"Pedido correto, mas qualidade abaixo do esperado pelo preço.",2024-10-27 03:00:00
665,1030,18,5,"Salada fresquíssima, parecia colhida na hora.",2024-06-29 04:00:00
666,1689,77,5,Restaurante tratou o pedido com muito cuidado e carinho.,2024-10-22 02:00:00
667,85,72,4,Massa artesanal com molho rico em sabor.,2024-09-21 12:00:00
668,1678,75,4,"Sushi bem preparado, arroz na textura ideal.",2024-09-03 17:00:00
669,330,68,5,Nunca comi uma pizza tão crocante entregue em casa.,2024-12-01 15:00:00
670,7,38,5,Nunca comi uma pizza tão crocante entregue em casa.,2024-02-28 15:00:00
671,746,68,4,Adorei! Já virou meu favorito.,2024-07-01 02:00:00
672,1554,11,4,"Sushi bem preparado, arroz na textura ideal.",2024-04-27 14:00:00
673,915,4,3,"Pedido chegou completo, qualidade regular.",2024-01-22 19:00:00
674,874,35,4,Lanche com pão macio e ingredientes generosos.,2024-01-29 19:00:00
675,452,37,3,"Prato bem montado, sabor dentro do esperado.",2024-06-24 12:00:00
676,491,80,1,"Pedido errado, recebi prato diferente do que pedi.",2024-05-23 04:00:00
677,1481,29,3,"Entrega dentro do prazo, comida ok. Nada extraordinário.",2024-09-07 08:00:00
678,288,31,2,Qualidade caiu muito comparado ao que era antes.,2024-08-18 17:00:00
679,949,49,4,Preço justo para a qualidade entregue.,2024-06-28 16:00:00
680,1986,31,4,Comida chegou quente e bem embalada.,2024-11-03 12:00:00
681,1369,53,5,Perfeito! Exatamente como esperado.,2024-06-23 15:00:00
682,1147,37,4,"Sushi bem preparado, arroz na textura ideal.",2024-03-14 02:00:00
683,706,44,3,"Comida caseira simples. Sem inovação, mas honesta.",2024-07-03 17:00:00
684,1727,18,4,Atendimento excelente e embalagem cuidadosa.,2024-01-25 00:00:00
685,1702,78,4,"Comida incrível, super recomendo!",2024-11-10 22:00:00
686,1629,71,3,Salada fresca mas molho muito ácido.,2024-02-02 18:00:00
687,1600,75,4,"Sushi bem preparado, arroz na textura ideal.",2024-03-08 00:00:00
688,1539,34,1,Entregador sumiu com o pedido. Tive que acionar o suporte.,2024-10-01 19:00:00
689,1406,1,4,Massa artesanal com molho rico em sabor.,2024-07-22 12:00:00
690,1651,48,4,Restaurante caprichado nos detalhes. Vale o preço.,2024-03-02 15:00:00
691,328,56,4,"Prato caprichado, ingredientes frescos e saborosos.",2024-12-22 11:00:00
692,443,62,3,"Embalagem funcional, comida na temperatura certa.",2024-06-07 18:00:00
693,775,13,5,Nunca comi uma pizza tão crocante entregue em casa.,2024-09-20 15:00:00
694,1088,39,5,Perfeito! Exatamente como esperado.,2024-11-02 12:00:00
695,1221,19,5,"Marmita completa, bem temperada e ainda quente.",2024-05-09 23:00:00
696,1636,60,2,Porção pequena para o preço. Fiquei com fome.,2024-02-06 16:00:00
697,178,9,4,Risoto cremoso na medida certa.,2024-05-30 03:00:00
698,1323,23,3,"Nada impressionante, mas também não decepciona.",2024-10-08 01:00:00
699,705,29,5,"Entregador gentil, comida impecável. Experiência 5 estrelas.",2024-12-05 03:00:00
700,87,50,2,Porção pequena para o preço. Fiquei com fome.,2024-02-01 15:00:00
701,1884,47,4,Risoto cremoso na medida certa.,2024-02-24 22:00:00
702,1948,48,3,Preço justo para o que oferece.,2024-09-11 18:00:00
703,458,30,5,"Risoto perfeito, cremoso e com ingredientes nobres.",2024-06-01 05:00:00
704,1829,59,2,Qualidade caiu muito comparado ao que era antes.,2024-10-02 06:00:00
705,55,14,2,"Sabor mediano, já comi muito melhor no mesmo estilo.",2024-08-05 01:00:00
706,1502,62,4,"Sushi bem preparado, arroz na textura ideal.",2024-11-03 10:00:00
707,644,11,3,"Razoável pelo preço. Já comi melhor, já comi pior.",2024-09-17 05:00:00
708,678,63,5,"Carne no ponto, molhos deliciosos e sobremesa de brinde.",2024-09-23 04:00:00
709,222,5,4,Adorei! Já virou meu favorito.,2024-09-07 21:00:00
710,114,5,5,Entregou em 20 minutos e ainda com brinde. Excelente!,2024-07-16 11:00:00
711,983,17,4,Comida saborosa e entrega dentro do prazo. Recomendo.,2024-05-20 19:00:00
712,1229,10,3,Boa comida mas embalagem simples. Cumpriu o prometido.,2024-03-24 04:00:00
713,1000,13,3,"Não voltarei toda semana, mas posso pedir de vez em quando.",2024-03-15 13:00:00
714,175,47,3,"Razoável pelo preço. Já comi melhor, já comi pior.",2024-03-01 04:00:00
715,782,65,2,"Sabor mediano, já comi muito melhor no mesmo estilo.",2024-11-23 22:00:00
716,590,34,2,Pedido atrasou 45 minutos além do prometido.,2024-10-26 09:00:00
717,1560,3,4,Porção familiar com excelente custo-benefício.,2024-12-09 04:00:00
718,19,63,4,"Entrega rápida e comida saborosa, 10/10!",2024-09-14 01:00:00
719,424,28,3,"Comida caseira simples. Sem inovação, mas honesta.",2024-02-20 21:00:00
720,1344,34,5,Cada detalhe do prato estava perfeito. Arte na cozinha.,2024-02-29 21:00:00
721,286,18,3,Boa comida mas embalagem simples. Cumpriu o prometido.,2024-11-18 20:00:00
722,1584,37,5,Voltei ao mesmo restaurante 5 vezes. Qualidade constante.,2024-08-30 15:00:00
723,429,66,3,Massa al dente mas molho podia ter mais sabor.,2024-06-18 23:00:00
724,1510,41,1,Pizza chegou fria e murcha. Parecia papelão.,2024-05-21 11:00:00
725,1319,13,5,"Carne no ponto, molhos deliciosos e sobremesa de brinde.",2024-04-02 05:00:00
726,670,30,4,Restaurante caprichado nos detalhes. Vale o preço.,2024-04-20 15:00:00
727,32,58,5,"Carne no ponto, molhos deliciosos e sobremesa de brinde.",2024-10-31 09:00:00
728,941,60,4,Qualidade consistente. Sempre bom ao pedir.,2024-07-26 09:00:00
729,723,21,3,Preço justo para o que oferece.,2024-11-10 00:00:00
730,995,52,4,Entrega antes do prazo e tudo bem embalado.,2024-05-22 20:00:00
731,215,76,5,Restaurante tratou o pedido com muito cuidado e carinho.,2024-06-20 02:00:00
732,814,44,4,Pizza crocante e bem distribuída. Parabéns ao restaurante.,2024-10-29 04:00:00
733,327,16,4,Lanche com pão macio e ingredientes generosos.,2024-07-23 20:00:00
734,561,6,4,Sabor excelente e porção generosa.,2024-11-13 05:00:00
735,1113,49,3,"Comida caseira simples. Sem inovação, mas honesta.",2024-02-23 17:00:00
736,701,74,3,"Pedido correto, sabor mediano. Pode melhorar.",2024-09-06 00:00:00
737,1579,7,4,"Prato caprichado, ingredientes frescos e saborosos.",2024-08-03 08:00:00
738,1190,15,2,Pedido atrasou 45 minutos além do prometido.,2024-11-26 13:00:00
739,342,37,2,"Sabor mediano, já comi muito melhor no mesmo estilo.",2024-02-02 13:00:00
740,630,51,5,Simplesmente incrível! Melhor delivery que já experimentei.,2024-04-15 22:00:00
741,148,76,4,Lanche com pão macio e ingredientes generosos.,2024-02-27 05:00:00
742,1310,31,4,Adorei! Já virou meu favorito.,2024-12-19 14:00:00
743,361,12,3,"Prato bem montado, sabor dentro do esperado.",2024-12-09 13:00:00
744,84,11,3,"Ok para o dia a dia, nada especial.",2024-06-10 03:00:00
745,49,70,1,Pedi sem cebola por alergia. Veio com cebola. Problema sério.,2024-07-13 23:00:00
746,469,61,4,Qualidade consistente. Sempre bom ao pedir.,2024-05-29 23:00:00
747,156,46,2,Atendimento via chat demorou muito para responder.,2024-03-28 04:00:00
748,773,52,1,Arroz empapado e feijão aguado. Parece sobra do dia anterior.,2024-12-27 11:00:00
749,1240,40,2,Porção pequena para o preço. Fiquei com fome.,2024-11-03 08:00:00
750,1201,46,2,Comida ok mas fria. Precisa melhorar na entrega.,2024-01-15 21:00:00
751,1403,18,3,"Não voltarei toda semana, mas posso pedir de vez em quando.",2024-09-27 07:00:00
752,1203,2,2,"Embalagem de salada amassada, folhas murchas.",2024-06-23 05:00:00
753,1631,9,5,Melhor restaurante que já pedi. Voltarei com certeza.,2024-12-17 19:00:00
754,501,28,2,Entrega atrasou bastante e a comida chegou morna.,2024-04-09 09:00:00
755,1765,35,3,"Razoável pelo preço. Já comi melhor, já comi pior.",2024-08-01 03:00:00
756,180,10,5,"Entregador gentil, comida impecável. Experiência 5 estrelas.",2024-07-23 23:00:00
757,1048,50,4,"Comida incrível, super recomendo!",2024-10-28 10:00:00
758,1756,8,3,"Porção adequada, sabor regular.",2024-04-26 22:00:00
759,951,28,2,"Sabor razoável, mas a porção foi bem menor que o esperado.",2024-04-02 14:00:00
760,1317,44,4,"Sushi bem preparado, arroz na textura ideal.",2024-11-04 07:00:00
761,1620,27,5,"Comida quente, bem temperada e porção farta. Perfeito.",2024-01-25 09:00:00
762,529,17,2,"Embalagem de salada amassada, folhas murchas.",2024-08-19 18:00:00
763,347,8,4,Comida saborosa e entrega dentro do prazo. Recomendo.,2024-09-02 10:00:00
764,1388,80,4,Pedi pela segunda vez e manteve a qualidade.,2024-04-03 23:00:00
765,1961,33,5,"Temperatura ideal na entrega, comida deliciosa.",2024-04-23 02:00:00
766,1051,60,4,Comida saborosa e entrega dentro do prazo. Recomendo.,2024-08-26 18:00:00
767,1973,4,4,Qualidade consistente. Sempre bom ao pedir.,2024-08-09 14:00:00
768,1442,69,4,Sabor excelente e porção generosa.,2024-09-15 00:00:00
769,602,78,5,"Entregou antes do prazo, tudo fresquinho!",2024-07-22 07:00:00
770,1282,6,4,Adorei! Já virou meu favorito.,2024-07-23 07:00:00
771,244,21,4,Lanche com pão macio e ingredientes generosos.,2024-11-01 09:00:00
772,1337,51,4,Comida chegou quente e bem embalada.,2024-01-08 21:00:00
773,1068,80,4,Salada fresca com ingredientes de qualidade.,2024-01-17 21:00:00
774,1476,74,5,Cada detalhe do prato estava perfeito. Arte na cozinha.,2024-05-24 23:00:00
775,313,26,3,Massa al dente mas molho podia ter mais sabor.,2024-01-07 07:00:00
776,436,42,4,Adorei! Já virou meu favorito.,2024-05-13 21:00:00
777,1899,50,3,Massa al dente mas molho podia ter mais sabor.,2024-09-12 04:00:00
778,1329,27,5,Pedi pela segunda vez e não decepcionou.,2024-10-26 14:00:00
779,309,59,4,Porção familiar com excelente custo-benefício.,2024-10-20 20:00:00
780,431,43,3,"Razoável pelo preço. Já comi melhor, já comi pior.",2024-01-18 05:00:00
781,661,74,4,Comida chegou quente e bem embalada.,2024-05-11 11:00:00
782,371,20,5,Simplesmente incrível! Melhor delivery que já experimentei.,2024-11-18 11:00:00
783,567,52,5,"Risoto perfeito, cremoso e com ingredientes nobres.",2024-06-29 10:00:00
784,980,28,5,"Salada fresquíssima, parecia colhida na hora.",2024-09-02 08:00:00
785,182,48,3,"Razoável pelo preço. Já comi melhor, já comi pior.",2024-01-25 12:00:00
786,1363,58,5,Voltei ao mesmo restaurante 5 vezes. Qualidade constante.,2024-06-26 17:00:00
787,622,46,1,"Errou o endereço, comida foi entregue no vizinho.",2024-03-19 06:00:00
788,819,64,1,"Molho derramado, embalagem completamente inadequada.",2024-12-10 00:00:00
789,1193,36,1,Arroz empapado e feijão aguado. Parece sobra do dia anterior.,2024-12-28 11:00:00
790,953,31,3,"Atendimento neutro, comida sem destaque.",2024-06-03 15:00:00
791,1422,1,4,Salada fresca com ingredientes de qualidade.,2024-04-08 09:00:00
792,1841,39,1,"Molho derramado, embalagem completamente inadequada.",2024-04-21 02:00:00
793,923,13,4,"Entrega rápida e comida saborosa, 10/10!",2024-12-02 05:00:00
794,1074,2,5,Nunca comi uma pizza tão crocante entregue em casa.,2024-04-16 02:00:00
795,297,66,2,Atendimento via chat demorou muito para responder.,2024-06-18 16:00:00
796,967,24,4,Porção familiar com excelente custo-benefício.,2024-06-19 18:00:00
797,462,74,4,Embalagem térmica manteve a comida quente.,2024-03-13 13:00:00
798,1303,21,4,Churrasco macio e bem temperado.,2024-07-12 05:00:00
799,1177,74,4,Lanche com pão macio e ingredientes generosos.,2024-04-13 14:00:00
800,378,68,2,"Comida chegou em temperatura morna, não quente.",2024-01-31 15:00:00
801,799,4,4,Restaurante caprichado nos detalhes. Vale o preço.,2024-11-15 08:00:00
802,1103,32,3,"Para saciar a fome cumpre o papel, mas não é destaque.",2024-04-24 02:00:00
803,106,54,3,"Tudo certo, sem reclamações. Só não ficou surpreso.",2024-02-01 02:00:00
804,127,72,3,Frango grelhado sem tempero marcante.,2024-04-24 19:00:00
805,1996,62,3,"Prato bem montado, sabor dentro do esperado.",2024-08-22 00:00:00
806,839,26,5,Entregou em 20 minutos e ainda com brinde. Excelente!,2024-03-05 17:00:00
807,356,43,5,"Comida quente, bem temperada e porção farta. Perfeito.",2024-05-16 12:00:00
808,1617,64,4,"Entrega rápida e comida saborosa, 10/10!",2024-10-09 06:00:00
809,683,60,4,Restaurante caprichado nos detalhes. Vale o preço.,2024-06-17 21:00:00
810,813,3,3,Tempo de espera razoável para a região.,2024-11-03 09:00:00
811,1681,39,1,"Embalagem rasgada, comida derramou toda na sacola.",2024-09-17 15:00:00
812,210,46,5,Cada detalhe do prato estava perfeito. Arte na cozinha.,2024-05-21 02:00:00
813,1493,68,4,Porção familiar com excelente custo-benefício.,2024-09-20 20:00:00
814,141,48,3,"Ok para o dia a dia, nada especial.",2024-02-25 10:00:00
815,1975,64,5,"Risoto perfeito, cremoso e com ingredientes nobres.",2024-10-30 10:00:00
816,1340,42,4,"Entrega rápida e comida saborosa, 10/10!",2024-02-19 00:00:00
817,1798,4,2,"Molho faltando, pedi extra e não veio.",2024-10-29 08:00:00
818,1575,76,5,Porção absurdamente generosa pelo preço cobrado.,2024-05-20 15:00:00
819,1182,19,4,Pedi pela segunda vez e manteve a qualidade.,2024-01-13 13:00:00
820,1394,71,5,"Temperatura ideal na entrega, comida deliciosa.",2024-09-20 17:00:00
821,1816,47,4,"Prato caprichado, ingredientes frescos e saborosos.",2024-05-24 11:00:00
822,712,45,4,Adorei! Já virou meu favorito.,2024-08-10 21:00:00
823,1794,29,2,Pedido atrasou 45 minutos além do prometido.,2024-05-22 12:00:00
824,893,78,4,Embalagem térmica manteve a comida quente.,2024-09-09 06:00:00
825,860,1,3,"Porção adequada, sabor regular.",2024-02-14 01:00:00
826,11,10,1,Faltaram itens no pedido. Paguei por algo que não veio.,2024-07-12 19:00:00
827,1695,5,4,Preço justo para a qualidade entregue.,2024-12-20 18:00:00
828,1428,32,4,"Comida incrível, super recomendo!",2024-04-11 15:00:00
829,283,52,5,Superou todas as expectativas. Nota máxima com folga.,2024-09-30 10:00:00
830,811,58,4,Entrega antes do prazo e tudo bem embalado.,2024-08-25 15:00:00
831,1342,23,3,Salada fresca mas molho muito ácido.,2024-12-21 22:00:00
832,292,68,4,Entrega antes do prazo e tudo bem embalado.,2024-02-17 15:00:00
833,755,80,2,"Embalagem simples demais, comida misturou tudo.",2024-06-24 13:00:00
834,627,50,3,Salada fresca mas molho muito ácido.,2024-06-21 20:00:00
835,944,36,2,Porção pequena para o preço. Fiquei com fome.,2024-09-16 08:00:00
836,862,28,3,Salada fresca mas molho muito ácido.,2024-01-26 05:00:00
837,130,45,4,Comida chegou quente e bem embalada.,2024-04-22 18:00:00
838,1176,37,3,Boa comida mas embalagem simples. Cumpriu o prometido.,2024-10-03 10:00:00
839,324,73,5,"Atendimento rápido, comida excepcional. Recomendo a todos.",2024-09-04 15:00:00
840,1091,50,3,"Sabor agradável, porém a porção poderia ser maior.",2024-07-16 13:00:00
841,844,56,3,"Tudo certo, sem reclamações. Só não ficou surpreso.",2024-03-19 01:00:00
842,964,35,2,"Molho faltando, pedi extra e não veio.",2024-11-02 22:00:00
843,1865,42,4,Comida saborosa e entrega dentro do prazo. Recomendo.,2024-05-20 03:00:00
844,866,24,4,Pedi pela segunda vez e manteve a qualidade.,2024-05-23 06:00:00
845,922,79,4,Comida chegou quente e bem embalada.,2024-02-20 09:00:00
846,696,27,5,"Entregou antes do prazo, tudo fresquinho!",2024-01-26 12:00:00
847,216,44,3,"Embalagem funcional, comida na temperatura certa.",2024-10-05 10:00:00
848,1781,47,5,"Salada fresquíssima, parecia colhida na hora.",2024-07-23 03:00:00
849,1262,38,4,Entregador simpático e cuidadoso com o pedido.,2024-11-15 18:00:00
850,159,8,4,Adorei! Já virou meu favorito.,2024-02-18 16:00:00
851,1059,66,3,Tempo de espera razoável para a região.,2024-01-29 19:00:00
852,989,17,4,Massa artesanal com molho rico em sabor.,2024-09-21 03:00:00
853,842,61,4,"Prato caprichado, ingredientes frescos e saborosos.",2024-02-19 20:00:00
854,635,2,5,Melhor hambúrguer que já comi por delivery.,2024-09-05 11:00:00
855,517,70,5,Simplesmente incrível! Melhor delivery que já experimentei.,2024-10-25 04:00:00
856,1429,12,2,"Comida chegou em temperatura morna, não quente.",2024-07-14 07:00:00
857,1748,12,1,Entrega levou mais de 2 horas. Absurdo!,2024-07-20 05:00:00
858,598,73,2,"Sabor mediano, já comi muito melhor no mesmo estilo.",2024-03-04 22:00:00
859,196,44,3,"Entrega rápida, mas a comida era comum.",2024-12-29 00:00:00
860,1784,79,5,Entrega relâmpago e comida na temperatura perfeita.,2024-05-14 09:00:00
861,870,54,4,Pizza crocante e bem distribuída. Parabéns ao restaurante.,2024-11-24 12:00:00
862,411,5,2,"Entrega foi lenta, embalagem estava úmida.",2024-03-17 05:00:00
863,97,71,5,Melhor hambúrguer que já comi por delivery.,2024-04-16 14:00:00
864,1001,34,2,"Sabor mediano, já comi muito melhor no mesmo estilo.",2024-08-26 14:00:00
865,1506,36,4,Adorei! Já virou meu favorito.,2024-07-14 04:00:00
866,157,78,5,Simplesmente incrível! Melhor delivery que já experimentei.,2024-08-17 20:00:00
867,420,75,4,Atendimento excelente e embalagem cuidadosa.,2024-03-07 11:00:00
868,1803,80,5,"Entregador gentil, comida impecável. Experiência 5 estrelas.",2024-10-06 20:00:00
869,478,52,5,Nunca comi uma pizza tão crocante entregue em casa.,2024-11-23 04:00:00
870,1856,17,4,"Entrega rápida e comida saborosa, 10/10!",2024-11-16 11:00:00
871,669,25,1,"Embalagem rasgada, comida derramou toda na sacola.",2024-01-18 15:00:00
872,1418,48,5,Voltei ao mesmo restaurante 5 vezes. Qualidade constante.,2024-08-11 23:00:00
873,1872,21,3,Tempo de espera razoável para a região.,2024-03-22 20:00:00
874,1300,52,5,Restaurante tratou o pedido com muito cuidado e carinho.,2024-06-10 18:00:00
875,448,17,5,"Marmita completa, bem temperada e ainda quente.",2024-01-12 18:00:00
876,554,24,4,"Sushi bem preparado, arroz na textura ideal.",2024-07-30 21:00:00
877,179,57,3,Tempo de espera razoável para a região.,2024-04-27 07:00:00
878,391,56,4,Qualidade consistente. Sempre bom ao pedir.,2024-11-08 12:00:00
879,579,19,5,Cada detalhe do prato estava perfeito. Arte na cozinha.,2024-04-25 12:00:00
880,1478,71,4,Adorei! Já virou meu favorito.,2024-09-24 10:00:00
881,1707,41,1,Faltaram itens no pedido. Paguei por algo que não veio.,2024-06-19 17:00:00
882,1288,22,4,Salada fresca com ingredientes de qualidade.,2024-06-29 08:00:00
883,1645,54,3,"Entrega rápida, mas a comida era comum.",2024-08-23 14:00:00
884,1024,29,2,Porção pequena para o preço. Fiquei com fome.,2024-11-30 13:00:00
885,821,13,5,Nunca comi uma pizza tão crocante entregue em casa.,2024-10-12 03:00:00
886,1825,7,3,"Embalagem funcional, comida na temperatura certa.",2024-02-20 18:00:00
887,985,28,5,Porção absurdamente generosa pelo preço cobrado.,2024-07-18 23:00:00
888,1339,26,4,"Comida incrível, super recomendo!",2024-05-03 22:00:00
889,665,72,3,"Prato bem montado, sabor dentro do esperado.",2024-02-17 13:00:00
890,143,27,3,"Prato bem montado, sabor dentro do esperado.",2024-04-06 06:00:00
891,1517,18,2,Demorou mais que o prometido e o preço não justifica.,2024-01-20 15:00:00
892,1430,5,3,"Embalagem funcional, comida na temperatura certa.",2024-12-01 14:00:00
893,865,1,5,Entregou em 20 minutos e ainda com brinde. Excelente!,2024-04-06 10:00:00
894,422,21,3,"Entrega rápida, mas a comida era comum.",2024-12-28 15:00:00
895,637,80,4,Porção familiar com excelente custo-benefício.,2024-05-01 10:00:00
896,1407,33,3,Boa comida mas embalagem simples. Cumpriu o prometido.,2024-07-12 12:00:00
897,800,15,4,Massa artesanal com molho rico em sabor.,2024-07-12 16:00:00
898,1404,73,3,"Não voltarei toda semana, mas posso pedir de vez em quando.",2024-01-10 00:00:00
899,616,32,2,Pizza com massa crua no meio. Precisava de mais tempo no forno.,2024-07-15 07:00:00
900,295,63,4,Qualidade consistente. Sempre bom ao pedir.,2024-03-24 13:00:00
901,924,10,4,"Prato caprichado, ingredientes frescos e saborosos.",2024-01-19 21:00:00
902,1269,6,1,"Errou o endereço, comida foi entregue no vizinho.",2024-07-11 04:00:00
903,1903,13,5,"Marmita completa, bem temperada e ainda quente.",2024-09-18 04:00:00
904,89,14,4,Pizza crocante e bem distribuída. Parabéns ao restaurante.,2024-07-27 10:00:00
905,42,44,1,Entrega levou mais de 2 horas. Absurdo!,2024-06-16 08:00:00
906,1802,59,2,"Entrega foi lenta, embalagem estava úmida.",2024-10-09 12:00:00
907,1934,21,4,Preço justo para a qualidade entregue.,2024-05-22 02:00:00
908,132,27,1,Pedi sem cebola por alergia. Veio com cebola. Problema sério.,2024-01-20 20:00:00
909,1002,22,4,Comida chegou quente e bem embalada.,2024-03-16 14:00:00
910,1158,49,4,Comida chegou quente e bem embalada.,2024-04-22 01:00:00
911,1095,43,2,Pizza com massa crua no meio. Precisava de mais tempo no forno.,2024-07-14 20:00:00
912,1855,40,4,Comida chegou quente e bem embalada.,2024-04-18 15:00:00
913,1345,65,5,"Risoto perfeito, cremoso e com ingredientes nobres.",2024-08-25 07:00:00
914,1499,74,2,Comida ok mas fria. Precisa melhorar na entrega.,2024-02-07 13:00:00
915,165,11,4,"Prato caprichado, ingredientes frescos e saborosos.",2024-11-04 16:00:00
916,725,28,3,"Para saciar a fome cumpre o papel, mas não é destaque.",2024-12-30 15:00:00
917,291,80,4,Atendimento excelente e embalagem cuidadosa.,2024-03-18 07:00:00
918,1209,36,5,Sushi premium com peixe de qualidade superior.,2024-06-04 21:00:00
919,1589,4,4,"Entrega rápida e comida saborosa, 10/10!",2024-01-18 14:00:00
920,1897,38,1,"Comida com gosto estranho, suspeito que estava estragada.",2024-10-04 03:00:00
921,1642,35,3,"Não voltarei toda semana, mas posso pedir de vez em quando.",2024-07-20 16:00:00
922,1362,45,4,Atendimento excelente e embalagem cuidadosa.,2024-08-23 10:00:00
923,779,16,4,Atendimento excelente e embalagem cuidadosa.,2024-05-07 08:00:00
924,840,67,5,Nunca comi uma pizza tão crocante entregue em casa.,2024-03-04 02:00:00
925,349,35,4,Restaurante caprichado nos detalhes. Vale o preço.,2024-10-14 02:00:00
926,1945,50,3,"Pedido chegou completo, qualidade regular.",2024-05-10 15:00:00
927,572,1,4,Lanche com pão macio e ingredientes generosos.,2024-07-25 17:00:00
928,918,70,4,Churrasco macio e bem temperado.,2024-08-06 14:00:00
929,977,76,3,"Não voltarei toda semana, mas posso pedir de vez em quando.",2024-11-12 19:00:00
930,1914,52,1,"Lanche amassado, batata frita encharcada de óleo.",2024-05-08 15:00:00
931,1469,2,5,Pedi pela segunda vez e não decepcionou.,2024-06-10 18:00:00
932,1592,14,4,Pizza crocante e bem distribuída. Parabéns ao restaurante.,2024-11-05 10:00:00
933,1318,14,5,"Atendimento rápido, comida excepcional. Recomendo a todos.",2024-09-01 09:00:00
934,1845,41,1,Cobrou a mais e o pedido veio incompleto.,2024-07-03 07:00:00
935,137,13,3,Tempo de espera razoável para a região.,2024-10-31 01:00:00
936,459,6,5,Restaurante tratou o pedido com muito cuidado e carinho.,2024-08-12 07:00:00
937,376,76,3,Massa al dente mas molho podia ter mais sabor.,2024-01-20 22:00:00
938,1343,65,4,Salada fresca com ingredientes de qualidade.,2024-03-07 05:00:00
939,334,47,4,"Sushi bem preparado, arroz na textura ideal.",2024-10-07 01:00:00
940,1160,47,5,Voltei ao mesmo restaurante 5 vezes. Qualidade constante.,2024-11-22 16:00:00
941,1761,19,4,Atendimento excelente e embalagem cuidadosa.,2024-11-15 02:00:00
942,1458,57,5,Entrega relâmpago e comida na temperatura perfeita.,2024-01-13 06:00:00
943,817,49,4,Churrasco macio e bem temperado.,2024-02-12 16:00:00
944,1115,22,3,"Ok para o dia a dia, nada especial.",2024-06-20 06:00:00
945,1006,7,3,Restaurante cumpriu o básico esperado.,2024-02-28 19:00:00
946,1857,57,4,Churrasco macio e bem temperado.,2024-03-20 04:00:00
947,1955,39,4,Lanche com pão macio e ingredientes generosos.,2024-10-27 23:00:00
948,1851,33,5,"Salada fresquíssima, parecia colhida na hora.",2024-12-04 23:00:00
949,911,39,5,"Carne no ponto, molhos deliciosos e sobremesa de brinde.",2024-01-25 04:00:00
950,1930,48,5,"Temperatura ideal na entrega, comida deliciosa.",2024-07-20 10:00:00
951,1126,19,3,"Para saciar a fome cumpre o papel, mas não é destaque.",2024-05-06 05:00:00
952,329,59,5,"Salada fresquíssima, parecia colhida na hora.",2024-07-23 01:00:00
953,1248,56,4,Embalagem térmica manteve a comida quente.,2024-03-08 06:00:00
954,319,44,4,Comida chegou quente e bem embalada.,2024-05-12 22:00:00
955,1690,23,4,"Prato caprichado, ingredientes frescos e saborosos.",2024-09-19 11:00:00
956,1359,24,5,"Carne no ponto, molhos deliciosos e sobremesa de brinde.",2024-09-21 09:00:00
957,1733,58,5,Prato visivelmente feito com carinho. Sabor inigualável.,2024-09-26 06:00:00
958,168,19,3,"Comida caseira simples. Sem inovação, mas honesta.",2024-07-07 00:00:00
959,13,16,3,"Porção adequada, sabor regular.",2024-04-18 08:00:00
960,1927,27,4,Pizza crocante e bem distribuída. Parabéns ao restaurante.,2024-03-28 07:00:00
961,172,18,3,Preço justo para o que oferece.,2024-09-30 18:00:00
962,650,65,3,Salada fresca mas molho muito ácido.,2024-09-30 18:00:00
963,1062,34,4,Embalagem térmica manteve a comida quente.,2024-07-05 08:00:00
964,261,29,3,"Para saciar a fome cumpre o papel, mas não é destaque.",2024-12-28 14:00:00
965,1367,54,5,Superou todas as expectativas. Nota máxima com folga.,2024-04-21 18:00:00
