id_pedido,id_restaurante,valor_pedido,quantidade_itens,tempo_preparo_minutos,tempo_entrega_minutos,tempo_total_minutos,tempo_estimado_minutos,atraso_minutos,atrasado,clima,hora,dia_semana,distancia_km
703,43,83.06,3,8,23,31,25,6,1,Ensolarado,13,Quinta,0.5
704,72,22.91,1,10,39,49,21,28,1,Ensolarado,19,Sábado,0.5
705,29,61.28,2,15,46,61,47,14,1,Chuvoso,16,Sábado,7.1
706,44,33.6,1,18,11,29,35,-6,0,Ensolarado,18,Sexta,1.0
707,30,54.34,5,13,47,60,57,3,0,Nublado,6,Domingo,10.6
708,15,106.34,2,27,25,52,32,20,1,Tempestade,11,Sábado,2.3
709,76,51.95,4,26,105,131,76,55,1,Tempestade,8,Sábado,14.1
710,57,94.33,3,20,84,104,54,50,1,Chuvoso,20,Sexta,7.9
711,55,77.65,2,27,18,45,34,11,1,Garoa,19,Sábado,1.5
712,45,22.94,4,14,19,33,33,0,0,Ensolarado,14,Quinta,2.4
713,70,25.06,2,32,23,55,40,15,1,Chuvoso,17,Terça,2.5
714,69,43.22,3,15,18,33,31,2,0,Garoa,17,Sábado,1.9
715,26,76.09,5,30,29,59,42,17,1,Chuvoso,16,Sábado,3.8
716,19,17.46,2,33,10,43,45,-2,0,Ensolarado,9,Segunda,0.5
717,61,21.67,3,27,103,130,96,34,1,Ensolarado,20,Sábado,16.6
718,28,37.68,4,18,17,35,35,0,0,Ensolarado,12,Segunda,0.6
719,74,22.75,2,11,25,36,28,8,1,Ensolarado,12,Sábado,2.1
720,41,45.34,5,8,51,59,34,25,1,Nublado,12,Sábado,4.6
721,6,17.87,5,11,31,42,43,-1,0,Ensolarado,17,Domingo,6.9
722,32,185.31,2,12,11,23,25,-2,0,Ensolarado,16,Domingo,0.9
723,21,111.57,2,21,29,50,54,-4,0,Ensolarado,6,Sábado,7.0
724,24,16.82,3,22,31,53,39,14,1,Garoa,14,Sexta,4.3
725,28,29.22,3,29,65,94,48,46,1,Chuvoso,12,Sábado,4.5
726,56,70.57,1,23,35,58,48,10,1,Nublado,18,Terça,4.7
727,26,58.37,4,21,44,65,53,12,1,Ensolarado,12,Sábado,7.1
728,70,30.55,3,21,10,31,37,-6,0,Ensolarado,16,Sábado,1.6
729,33,54.06,2,28,7,35,37,-2,0,Garoa,18,Quinta,1.5
730,79,69.92,1,18,5,23,31,-8,0,Ensolarado,4,Terça,0.5
731,54,147.12,3,28,14,42,38,4,0,Ensolarado,12,Sábado,0.5
732,7,71.27,2,26,26,52,44,8,1,Chuvoso,18,Quarta,4.4
733,75,40.14,2,20,17,37,33,4,0,Nublado,8,Quinta,1.0
734,70,48.72,4,24,51,75,63,12,1,Ensolarado,20,Quarta,9.4
735,62,54.51,6,50,17,67,42,25,1,Tempestade,18,Quarta,2.1
736,33,68.07,2,17,25,42,40,2,0,Ensolarado,13,Domingo,2.6
737,29,74.56,2,13,47,60,53,7,1,Nublado,22,Domingo,8.8
738,1,67.78,3,27,32,59,39,20,1,Chuvoso,19,Terça,2.7
739,21,132.99,1,30,66,96,67,29,1,Chuvoso,9,Quinta,10.8
740,67,254.15,1,13,36,49,36,13,1,Nublado,21,Quarta,4.0
741,23,132.85,1,23,30,53,39,14,1,Chuvoso,23,Sábado,2.6
742,40,108.48,3,20,28,48,42,6,1,Ensolarado,19,Quinta,4.2
743,16,80.96,3,25,34,59,46,13,1,Chuvoso,15,Terça,3.6
744,1,82.36,2,32,14,46,38,8,1,Chuvoso,12,Sábado,2.5
745,21,85.31,1,25,19,44,40,4,0,Chuvoso,18,Terça,2.7
746,68,43.27,1,17,40,57,48,9,1,Ensolarado,19,Terça,6.1
747,53,33.38,3,17,13,30,29,1,0,Ensolarado,10,Terça,0.5
748,62,50.4,1,21,16,37,44,-7,0,Ensolarado,10,Sábado,2.8
749,53,39.9,2,21,27,48,39,9,1,Garoa,16,Terça,3.5
750,66,64.18,4,14,23,37,26,11,1,Garoa,0,Sábado,1.8
751,71,20.45,3,29,5,34,40,-6,0,Ensolarado,18,Terça,0.5
752,38,52.27,2,14,23,37,28,9,1,Ensolarado,19,Segunda,1.0
753,23,98.68,1,18,17,35,32,3,0,Nublado,23,Quarta,0.5
754,16,43.83,4,29,12,41,36,5,0,Ensolarado,9,Segunda,0.8
755,80,57.55,4,18,61,79,62,17,1,Ensolarado,12,Sábado,9.0
756,43,72.51,2,22,46,68,35,33,1,Chuvoso,5,Sábado,3.5
757,70,30.07,5,26,20,46,33,13,1,Nublado,13,Quinta,0.5
758,61,15.26,2,33,73,106,99,7,1,Ensolarado,7,Sábado,17.7
759,49,77.39,5,21,8,29,36,-7,0,Ensolarado,22,Quarta,0.6
760,21,35.27,1,31,13,44,33,11,1,Chuvoso,20,Sábado,0.5
761,59,64.48,2,36,7,43,38,5,0,Garoa,19,Segunda,0.5
762,56,37.11,3,37,17,54,44,10,1,Chuvoso,14,Sexta,3.5
763,58,25.97,1,18,15,33,32,1,0,Ensolarado,9,Quinta,1.4
764,40,181.38,1,23,31,54,38,16,1,Garoa,19,Sábado,3.0
765,59,78.11,1,36,43,79,65,14,1,Nublado,22,Segunda,8.7
766,73,40.31,3,18,32,50,33,17,1,Chuvoso,11,Quarta,2.6
767,80,95.91,6,25,22,47,36,11,1,Nublado,20,Sexta,1.4
768,43,111.98,4,14,30,44,39,5,0,Nublado,18,Quarta,4.6
769,16,42.45,2,19,29,48,50,-2,0,Ensolarado,7,Sábado,4.8
770,19,72.63,3,43,50,93,56,37,1,Chuvoso,19,Quinta,3.8
771,71,25.22,2,27,48,75,64,11,1,Nublado,23,Segunda,7.6
772,12,80.37,1,53,61,114,45,69,1,Tempestade,21,Sábado,2.2
773,52,31.59,1,31,10,41,38,3,0,Garoa,16,Quarta,0.7
774,8,79.7,2,11,18,29,28,1,0,Nublado,10,Sábado,2.5
775,13,61.1,5,11,29,40,44,-4,0,Nublado,15,Sábado,5.6
776,9,30.89,3,14,15,29,26,3,0,Nublado,14,Terça,1.2
777,68,75.35,1,18,25,43,35,8,1,Nublado,7,Quinta,2.2
778,58,43.29,2,23,14,37,32,5,0,Nublado,7,Sexta,1.5
779,16,39.36,6,29,27,56,42,14,1,Chuvoso,16,Terça,2.6
780,52,34.24,3,22,28,50,50,0,0,Ensolarado,13,Segunda,4.2
781,33,82.56,3,27,41,68,51,17,1,Nublado,17,Sexta,5.8
782,65,79.71,2,41,67,108,54,54,1,Chuvoso,19,Segunda,5.1
783,74,66.66,2,13,19,32,27,5,0,Garoa,12,Sábado,1.8
784,79,146.05,2,22,21,43,35,8,1,Ensolarado,16,Sábado,1.8
785,5,47.55,1,26,74,100,63,37,1,Chuvoso,8,Sábado,9.9
786,74,38.68,2,11,26,37,26,11,1,Garoa,18,Terça,1.3
787,44,23.53,1,33,21,54,35,19,1,Chuvoso,15,Sábado,1.1
788,79,82.68,3,18,45,63,49,14,1,Chuvoso,14,Domingo,6.1
789,44,99.05,6,29,39,68,33,35,1,Chuvoso,20,Quinta,0.5
790,65,74.61,1,34,28,62,44,18,1,Nublado,8,Sexta,1.9
791,15,41.78,3,16,8,24,26,-2,0,Nublado,22,Sábado,0.5
792,8,75.02,4,12,8,20,21,-1,0,Nublado,22,Terça,0.5
793,14,28.31,5,13,18,31,32,-1,0,Nublado,8,Quinta,2.8
794,12,162.75,5,42,19,61,50,11,1,Garoa,16,Quinta,3.9
795,16,32.25,6,31,87,118,68,50,1,Garoa,19,Quarta,10.2
796,79,197.77,4,20,25,45,50,-5,0,Nublado,15,Terça,6.3
797,5,99.87,5,29,42,71,37,34,1,Chuvoso,19,Quarta,2.1
798,64,19.02,2,11,65,76,52,24,1,Nublado,19,Domingo,8.7
799,4,34.97,3,19,6,25,29,-4,0,Ensolarado,18,Quarta,0.5
800,15,61.34,3,22,5,27,26,1,0,Garoa,23,Sábado,0.5
801,56,49.78,2,21,27,48,34,14,1,Ensolarado,19,Quarta,0.5
802,71,25.47,2,43,44,87,55,32,1,Chuvoso,15,Sexta,4.9
803,80,88.24,4,25,17,42,34,8,1,Ensolarado,19,Sábado,0.7
804,4,72.12,1,19,21,40,41,-1,0,Ensolarado,20,Sexta,4.2
805,54,90.35,2,34,29,63,47,16,1,Chuvoso,18,Terça,3.1
806,4,48.36,3,15,30,45,39,6,1,Chuvoso,12,Quarta,3.5
807,51,26.57,4,12,91,103,68,35,1,Ensolarado,12,Sábado,14.4
808,22,82.04,5,27,59,86,58,28,1,Chuvoso,7,Domingo,9.2
809,21,68.51,4,19,62,81,63,18,1,Ensolarado,19,Sexta,9.7
810,13,229.52,5,23,47,70,35,35,1,Chuvoso,20,Quarta,2.9
811,58,30.02,2,21,8,29,32,-3,0,Garoa,13,Domingo,1.4
812,66,116.23,3,13,15,28,29,-1,0,Ensolarado,17,Segunda,2.5
813,3,17.24,5,45,23,68,45,23,1,Chuvoso,20,Domingo,1.4
814,44,91.58,3,32,23,55,34,21,1,Chuvoso,19,Sábado,0.6
815,62,67.24,2,30,29,59,51,8,1,Garoa,18,Sábado,5.0
816,79,32.48,2,23,8,31,31,0,0,Ensolarado,9,Sábado,0.5
817,49,107.84,3,31,75,106,93,13,1,Nublado,16,Quinta,17.8
818,79,128.08,2,16,14,30,37,-7,0,Ensolarado,8,Sexta,2.5
819,64,28.02,2,15,31,46,35,11,1,Ensolarado,19,Terça,3.5
820,70,66.35,3,22,25,47,39,8,1,Nublado,5,Domingo,2.2
821,13,66.96,4,15,48,63,62,1,0,Ensolarado,16,Sexta,11.1
822,60,37.55,1,37,63,100,75,25,1,Ensolarado,12,Terça,9.7
823,6,18.78,1,9,17,26,22,4,0,Nublado,16,Quinta,0.5
824,57,91.49,2,16,12,28,33,-5,0,Ensolarado,10,Terça,1.5
825,30,31.12,6,17,27,44,41,3,0,Nublado,10,Sábado,5.9
826,6,34.75,3,13,94,107,68,39,1,Ensolarado,20,Domingo,14.4
827,25,35.61,3,33,30,63,62,1,0,Nublado,14,Domingo,5.7
828,80,102.07,5,19,36,55,64,-9,0,Ensolarado,22,Sábado,9.7
829,53,15.0,2,19,23,42,38,4,0,Nublado,22,Quinta,3.4
830,69,49.47,4,14,16,30,32,-2,0,Ensolarado,21,Sábado,2.3
831,27,18.02,2,31,37,68,35,33,1,Tempestade,14,Segunda,3.1
832,76,79.33,6,14,16,30,38,-8,0,Ensolarado,16,Domingo,2.8
833,77,53.43,3,15,30,45,49,-4,0,Ensolarado,17,Segunda,7.4
834,70,55.19,1,25,22,47,41,6,1,Nublado,20,Domingo,2.8
835,57,82.27,4,23,12,35,30,5,0,Garoa,17,Sábado,0.7
836,68,69.4,2,26,36,62,44,18,1,Chuvoso,18,Domingo,4.8
837,58,24.06,1,15,31,46,47,-1,0,Ensolarado,15,Quarta,6.1
838,48,19.37,2,20,95,115,70,45,1,Nublado,20,Sexta,13.3
839,26,41.52,2,16,53,69,64,5,0,Nublado,11,Quinta,10.5
840,67,82.45,3,15,6,21,25,-4,0,Nublado,1,Sábado,0.8
841,9,36.06,4,12,26,38,24,14,1,Nublado,18,Sábado,0.5
842,61,25.69,4,29,51,80,82,-2,0,Ensolarado,7,Domingo,12.4
843,63,69.9,2,34,160,194,96,98,1,Chuvoso,12,Segunda,20.0
844,56,79.74,3,23,16,39,34,5,0,Nublado,13,Sábado,0.5
845,45,60.53,3,21,29,50,40,10,1,Chuvoso,8,Quinta,4.5
846,51,50.69,5,16,59,75,48,27,1,Chuvoso,22,Terça,8.4
847,77,32.64,5,9,43,52,46,6,1,Ensolarado,20,Sábado,6.7
848,6,19.33,1,12,37,49,45,4,0,Ensolarado,17,Sexta,7.3
849,41,30.71,2,11,21,32,24,8,1,Garoa,18,Sexta,1.8
850,49,143.75,2,25,11,36,41,-5,0,Ensolarado,19,Domingo,2.2
851,71,25.79,2,25,34,59,67,-8,0,Ensolarado,18,Sexta,8.7
852,70,93.93,4,21,18,39,37,2,0,Ensolarado,20,Terça,1.6
853,8,40.34,6,9,9,18,21,-3,0,Garoa,21,Sábado,0.5
854,37,89.68,1,18,18,36,33,3,0,Ensolarado,15,Sexta,1.8
855,52,46.73,2,29,9,38,43,-5,0,Nublado,7,Sábado,2.2
856,58,26.17,3,14,33,47,50,-3,0,Ensolarado,8,Sábado,7.0
857,3,22.65,3,36,29,65,49,16,1,Nublado,21,Quarta,2.5
858,10,16.09,2,18,39,57,46,11,1,Nublado,12,Sexta,6.8
859,49,126.89,2,26,88,114,82,32,1,Ensolarado,12,Quinta,14.5
860,1,34.3,4,20,31,51,47,4,0,Nublado,10,Sábado,5.2
861,75,45.93,3,33,11,44,32,12,1,Tempestade,8,Sábado,0.6
862,28,64.23,2,23,25,48,44,4,0,Nublado,13,Quarta,3.3
863,4,30.4,1,32,22,54,29,25,1,Tempestade,18,Sábado,0.5
864,69,90.76,1,27,22,49,28,21,1,Tempestade,17,Quarta,1.2
865,1,60.91,1,23,16,39,41,-2,0,Nublado,7,Segunda,3.2
866,24,19.53,5,18,42,60,52,8,1,Nublado,17,Quinta,8.1
867,72,38.46,3,7,22,29,28,1,0,Garoa,17,Sexta,2.7
868,16,34.26,4,24,13,37,37,0,0,Ensolarado,20,Quinta,1.1
869,72,42.67,3,8,28,36,21,15,1,Nublado,19,Quarta,0.5
870,54,49.25,4,39,28,67,41,26,1,Chuvoso,13,Sexta,1.3
871,28,42.09,3,21,25,46,36,10,1,Ensolarado,20,Sexta,1.0
872,35,41.5,3,20,11,31,31,0,0,Garoa,14,Terça,0.5
873,66,107.06,2,12,5,17,22,-5,0,Nublado,22,Sábado,0.5
874,35,96.65,2,18,13,31,37,-6,0,Ensolarado,10,Sexta,2.5
875,73,21.62,2,17,29,46,31,15,1,Garoa,4,Terça,2.1
876,74,85.87,6,12,6,18,24,-6,0,Ensolarado,15,Quinta,0.9
877,18,49.81,4,25,11,36,33,3,0,Nublado,12,Sábado,0.5
878,56,19.33,2,24,26,50,44,6,1,Nublado,20,Quarta,3.4
879,69,56.15,4,24,11,35,26,9,1,Chuvoso,18,Quinta,0.5
880,23,151.61,3,24,48,72,55,17,1,Garoa,16,Quinta,7.6
881,3,37.18,3,35,53,88,61,27,1,Nublado,13,Domingo,6.2
882,8,72.74,2,8,31,39,34,5,0,Ensolarado,18,Sexta,4.5
883,21,66.31,2,21,38,59,51,8,1,Ensolarado,7,Sábado,6.0
884,71,15.0,2,31,47,78,60,18,1,Ensolarado,13,Sábado,6.4
885,52,41.31,3,23,21,44,37,7,1,Nublado,20,Sábado,0.5
886,8,86.07,1,10,42,52,35,17,1,Chuvoso,10,Terça,4.7
887,33,104.6,3,24,35,59,54,5,0,Ensolarado,4,Sexta,6.6
888,28,89.95,2,25,27,52,52,0,0,Ensolarado,4,Sexta,5.8
889,20,97.59,3,21,23,44,35,9,1,Nublado,9,Domingo,1.2
890,72,55.29,2,16,39,55,35,20,1,Chuvoso,2,Sábado,4.8
891,37,56.1,5,19,32,51,35,16,1,Garoa,7,Quinta,2.4
892,39,71.18,4,16,10,26,31,-5,0,Nublado,9,Sábado,1.0
893,78,32.5,2,17,62,79,41,38,1,Chuvoso,20,Terça,5.0
894,3,26.7,3,35,43,78,54,24,1,Nublado,19,Quarta,4.1
895,53,25.2,2,17,38,55,48,7,1,Ensolarado,11,Quinta,6.3
896,47,32.89,1,10,30,40,27,13,1,Nublado,21,Sexta,2.2
897,41,28.37,1,13,26,39,32,7,1,Nublado,7,Sexta,4.2
898,54,49.88,3,32,24,56,42,14,1,Ensolarado,20,Sexta,1.6
899,73,22.76,5,17,26,43,32,11,1,Chuvoso,8,Sexta,2.3
900,18,64.97,2,29,45,74,52,22,1,Nublado,20,Sábado,6.0
901,33,76.58,4,20,19,39,39,0,0,Ensolarado,4,Sexta,2.2
902,61,44.45,4,19,28,47,55,-8,0,Nublado,20,Quinta,4.3
903,70,111.05,1,22,22,44,37,7,1,Ensolarado,19,Sábado,1.7
904,26,69.86,2,34,24,58,37,21,1,Tempestade,15,Quarta,2.5
905,19,15.74,4,29,43,72,60,12,1,Ensolarado,21,Quinta,5.0
906,54,55.83,1,26,19,45,39,6,1,Ensolarado,20,Sexta,0.7
907,30,19.92,2,14,34,48,50,-2,0,Ensolarado,18,Sábado,8.7
908,3,23.57,5,33,10,43,42,1,0,Ensolarado,9,Sábado,0.5
909,6,15.0,3,9,9,18,28,-10,0,Ensolarado,14,Quinta,2.2
910,60,57.33,3,50,24,74,47,27,1,Chuvoso,19,Quinta,1.4
911,39,254.56,2,21,39,60,54,6,1,Ensolarado,13,Sexta,7.7
912,30,24.34,5,16,18,34,24,10,1,Chuvoso,13,Sábado,0.7
913,60,18.53,3,37,5,42,47,-5,0,Nublado,18,Sábado,1.4
914,40,92.01,2,18,10,28,30,-2,0,Nublado,9,Terça,0.5
915,4,33.02,2,26,17,43,29,14,1,Chuvoso,17,Sábado,0.5
916,18,79.1,1,20,7,27,36,-9,0,Ensolarado,22,Segunda,1.2
917,27,20.76,2,13,16,29,26,3,0,Ensolarado,22,Quinta,0.5
918,70,68.02,6,27,13,40,33,7,1,Ensolarado,7,Segunda,0.5
919,16,45.25,3,33,16,49,37,12,1,Chuvoso,18,Sexta,1.0
920,5,42.17,2,15,18,33,37,-4,0,Nublado,22,Sábado,2.0
921,9,47.11,2,17,44,61,43,18,1,Chuvoso,10,Sábado,6.2
922,79,35.0,2,22,9,31,31,0,0,Nublado,3,Sexta,0.5
923,13,62.77,1,16,14,30,33,-3,0,Ensolarado,9,Segunda,2.3
924,10,31.66,2,18,10,28,25,3,0,Chuvoso,9,Domingo,0.5
925,55,58.13,4,23,80,103,63,40,1,Nublado,13,Sexta,10.3
926,28,29.22,4,19,26,45,47,-2,0,Ensolarado,6,Segunda,4.4
927,60,57.3,2,36,49,85,59,26,1,Garoa,21,Quinta,5.1
928,74,39.16,3,15,12,27,28,-1,0,Garoa,18,Terça,1.9
929,3,25.83,1,28,19,47,44,3,0,Ensolarado,11,Quinta,1.0
930,69,55.9,6,23,14,37,26,11,1,Chuvoso,12,Domingo,0.5
931,38,75.53,3,18,19,37,31,6,1,Nublado,21,Sábado,2.0
932,56,20.87,4,31,20,51,36,15,1,Chuvoso,22,Sexta,0.9
933,49,111.8,3,22,89,111,100,11,1,Nublado,22,Quinta,20.0
934,14,22.09,3,12,14,26,27,-1,0,Ensolarado,3,Terça,1.4
935,34,64.1,2,8,21,29,33,-4,0,Ensolarado,23,Sábado,4.0
936,13,84.12,4,15,32,47,39,8,1,Ensolarado,22,Sexta,4.2
937,41,18.02,4,13,61,74,56,18,1,Chuvoso,11,Segunda,11.4
938,20,35.8,2,21,26,47,40,7,1,Nublado,7,Domingo,2.7
939,40,155.55,3,21,29,50,36,14,1,Garoa,21,Quarta,2.4
940,31,76.19,4,14,25,39,41,-2,0,Ensolarado,21,Sexta,1.9
941,60,62.14,2,34,41,75,60,15,1,Ensolarado,21,Terça,5.2
942,36,89.69,5,18,13,31,35,-4,0,Ensolarado,18,Terça,1.9
943,77,48.71,4,16,28,44,35,9,1,Nublado,19,Sábado,3.3
944,36,45.45,3,20,31,51,50,1,0,Nublado,17,Segunda,6.2
945,17,61.66,5,29,37,66,40,26,1,Tempestade,16,Domingo,3.8
946,51,40.39,2,15,38,53,39,14,1,Garoa,16,Domingo,5.5
947,60,36.05,4,35,11,46,44,2,0,Ensolarado,10,Sexta,0.5
948,16,64.37,2,33,30,63,50,13,1,Nublado,15,Sexta,4.9
949,49,183.65,3,28,65,93,62,31,1,Garoa,19,Terça,8.4
950,64,82.51,2,13,26,39,39,0,0,Ensolarado,15,Sábado,4.6
951,28,33.98,2,27,12,39,37,2,0,Nublado,17,Quarta,1.4
952,62,147.94,3,29,22,51,52,-1,0,Nublado,17,Quarta,5.2
953,31,36.23,4,24,17,41,37,4,0,Ensolarado,13,Sexta,0.7
954,6,59.82,2,8,42,50,42,8,1,Ensolarado,13,Sábado,6.5
955,7,44.58,1,24,14,38,31,7,1,Ensolarado,8,Sexta,0.5
956,66,109.77,2,10,9,19,23,-4,0,Nublado,11,Quarta,0.7
957,80,68.74,4,18,10,28,38,-10,0,Ensolarado,8,Domingo,1.8
958,70,45.81,4,28,21,49,34,15,1,Garoa,9,Sexta,0.6
959,69,115.36,2,14,26,40,35,5,0,Chuvoso,16,Sábado,3.1
960,44,49.52,3,22,56,78,80,-2,0,Ensolarado,17,Sexta,14.6
961,55,155.4,3,31,27,58,31,27,1,Nublado,6,Sábado,0.5
962,73,15.0,3,15,12,27,28,-1,0,Ensolarado,14,Quarta,1.1
963,60,51.66,1,28,9,37,44,-7,0,Ensolarado,22,Quarta,0.5
964,35,40.05,3,24,13,37,31,6,1,Ensolarado,21,Domingo,0.5
965,7,61.38,2,30,51,81,55,26,1,Chuvoso,18,Terça,7.9
966,57,69.13,5,27,24,51,30,21,1,Chuvoso,18,Sexta,0.5
967,24,26.51,1,14,40,54,46,8,1,Nublado,13,Quarta,6.3
968,24,22.49,3,18,43,61,53,8,1,Ensolarado,9,Sábado,8.4
969,26,46.3,2,18,13,31,31,0,0,Ensolarado,17,Sábado,0.5
970,13,94.72,2,14,15,29,34,-5,0,Ensolarado,11,Quarta,2.6
971,16,37.86,5,22,6,28,35,-7,0,Nublado,18,Quarta,0.5
972,17,24.95,2,19,31,50,33,17,1,Garoa,13,Sexta,1.7
973,70,51.64,3,29,43,72,51,21,1,Chuvoso,9,Segunda,5.9
974,68,152.09,2,23,11,34,33,1,0,Ensolarado,22,Sábado,1.6
975,17,23.45,3,36,27,63,32,31,1,Tempestade,7,Segunda,1.6
976,61,37.78,1,34,17,51,43,8,1,Chuvoso,2,Quinta,0.9
977,76,53.72,5,32,38,70,45,25,1,Chuvoso,11,Terça,4.9
978,21,116.95,3,21,21,42,33,9,1,Ensolarado,12,Quarta,0.5
979,2,122.25,3,19,5,24,47,-23,0,Ensolarado,8,Sábado,0.5
980,28,68.24,6,26,19,45,34,11,1,Nublado,21,Quarta,0.5
981,47,25.82,6,10,14,24,21,3,0,Nublado,17,Quarta,0.5
982,52,68.2,3,25,9,34,37,-3,0,Nublado,19,Terça,0.5
983,17,27.85,3,20,9,29,29,0,0,Nublado,18,Sexta,0.7
984,62,51.71,4,28,70,98,56,42,1,Nublado,12,Quinta,6.4
985,28,112.86,2,22,6,28,34,-6,0,Ensolarado,14,Quinta,0.5
986,53,36.58,2,22,25,47,37,10,1,Chuvoso,0,Sábado,3.1
987,4,54.52,5,20,36,56,45,11,1,Garoa,15,Segunda,5.3
988,73,44.45,2,17,13,30,31,-1,0,Nublado,15,Segunda,2.1
989,17,56.26,2,20,12,32,33,-1,0,Ensolarado,11,Segunda,1.8
990,62,43.75,4,23,15,38,41,-3,0,Ensolarado,17,Quinta,2.0
991,27,31.05,2,13,5,18,27,-9,0,Ensolarado,13,Quinta,0.8
992,59,77.56,4,34,38,72,63,9,1,Garoa,11,Sábado,7.9
993,22,103.03,4,28,10,38,29,9,1,Chuvoso,19,Quarta,0.7
994,26,34.51,2,14,10,24,31,-7,0,Ensolarado,14,Sábado,0.5
995,52,69.02,3,23,15,38,47,-9,0,Ensolarado,18,Sexta,3.5
996,68,43.23,3,13,35,48,53,-5,0,Ensolarado,9,Segunda,7.5
997,10,15.0,4,11,20,31,38,-7,0,Ensolarado,9,Segunda,4.4
998,54,112.61,3,25,11,36,39,-3,0,Ensolarado,19,Quarta,0.6
999,61,15.0,6,35,19,54,42,12,1,Chuvoso,12,Quarta,0.5
1000,13,55.54,4,18,16,34,37,-3,0,Ensolarado,15,Sábado,3.7
1001,34,33.6,1,11,105,116,84,32,1,Chuvoso,22,Segunda,19.4
1002,22,79.46,4,27,25,52,30,22,1,Chuvoso,15,Terça,0.8
1003,1,41.5,2,23,47,70,46,24,1,Chuvoso,20,Terça,4.8
1004,34,22.75,1,11,63,74,43,31,1,Chuvoso,20,Quinta,7.1
1005,74,68.91,6,13,18,31,30,1,0,Nublado,15,Sábado,2.7
1006,7,40.65,2,21,21,42,38,4,0,Ensolarado,15,Sábado,2.6
1007,42,148.98,3,30,24,54,39,15,1,Garoa,18,Segunda,1.2
1008,21,137.4,5,19,19,38,42,-4,0,Ensolarado,11,Sexta,3.3
1009,14,42.53,3,12,17,29,25,4,0,Ensolarado,21,Terça,0.7
1010,58,33.02,1,19,12,31,31,0,0,Ensolarado,12,Terça,1.2
1011,7,44.96,4,16,31,47,40,7,1,Ensolarado,20,Segunda,3.4
1012,72,60.87,1,8,5,13,25,-12,0,Ensolarado,15,Sexta,1.8
1013,18,116.16,5,32,31,63,52,11,1,Nublado,9,Segunda,6.1
1014,62,34.85,3,26,31,57,54,3,0,Ensolarado,23,Sexta,5.9
1015,14,60.75,2,11,34,45,33,12,1,Ensolarado,19,Sábado,3.1
1016,15,103.72,4,20,11,31,27,4,0,Chuvoso,23,Sábado,0.8
1017,19,50.25,2,31,34,65,57,8,1,Chuvoso,14,Terça,4.2
1018,51,55.45,2,10,31,41,38,3,0,Nublado,8,Domingo,5.4
1019,52,30.11,2,22,48,70,56,14,1,Ensolarado,12,Sábado,6.1
1020,31,18.76,4,23,34,57,53,4,0,Ensolarado,13,Sábado,5.6
1021,52,44.69,2,32,45,77,50,27,1,Ensolarado,21,Sexta,4.3
1022,1,29.89,1,16,12,28,32,-4,0,Ensolarado,12,Quarta,0.5
1023,69,58.51,1,14,19,33,28,5,0,Ensolarado,18,Quinta,1.1
1024,29,136.74,4,17,101,118,80,38,1,Ensolarado,21,Sábado,17.0
1025,5,16.66,3,22,45,67,65,2,0,Ensolarado,18,Sexta,10.7
1026,37,169.73,2,19,39,58,53,5,0,Nublado,16,Sexta,7.9
1027,78,72.68,1,18,13,31,29,2,0,Nublado,18,Segunda,1.4
1028,39,104.57,2,32,46,78,39,39,1,Tempestade,20,Terça,3.3
1029,31,200.11,4,37,5,42,37,5,0,Nublado,15,Segunda,0.7
1030,18,96.53,2,35,12,47,33,14,1,Chuvoso,18,Sexta,0.5
1031,46,15.0,5,25,33,58,49,9,1,Ensolarado,13,Sexta,3.4
1032,33,144.48,1,32,64,96,53,43,1,Tempestade,10,Sexta,6.5
1033,35,56.03,5,23,27,50,32,18,1,Nublado,20,Segunda,0.9
1034,42,192.67,4,33,29,62,39,23,1,Chuvoso,14,Quinta,1.3
1035,45,47.49,2,15,43,58,55,3,0,Ensolarado,11,Segunda,8.9
1036,45,18.16,4,15,36,51,53,-2,0,Ensolarado,22,Domingo,8.4
1037,57,65.31,2,12,24,36,40,-4,0,Nublado,17,Terça,3.7
1038,52,44.87,2,36,33,69,43,26,1,Chuvoso,18,Terça,2.2
1039,28,51.99,3,27,10,37,40,-3,0,Ensolarado,7,Sexta,2.3
1040,29,67.7,2,14,8,22,25,-3,0,Ensolarado,18,Domingo,0.5
1041,59,121.7,6,24,61,85,61,24,1,Ensolarado,13,Quarta,7.4
1042,71,40.75,6,32,5,37,40,-3,0,Ensolarado,14,Quinta,0.6
1043,73,59.8,2,18,25,43,28,15,1,Chuvoso,12,Quinta,1.1
1044,11,84.16,2,29,122,151,106,45,1,Nublado,19,Sexta,20.0
1045,54,44.83,6,27,26,53,48,5,0,Ensolarado,19,Domingo,3.4
1046,16,59.19,6,38,28,66,36,30,1,Chuvoso,14,Quinta,0.8
1047,48,128.28,2,21,42,63,52,11,1,Garoa,18,Sexta,7.8
1048,50,36.09,1,24,120,144,59,85,1,Tempestade,12,Terça,10.9
1049,25,97.18,3,37,5,42,52,-10,0,Ensolarado,20,Sábado,2.6
1050,1,64.17,1,22,19,41,34,7,1,Ensolarado,17,Domingo,1.1
1051,60,22.64,3,33,11,44,48,-4,0,Ensolarado,13,Terça,1.7
1052,69,66.15,2,15,15,30,26,4,0,Ensolarado,11,Sábado,0.5
1053,66,196.88,4,17,51,68,30,38,1,Chuvoso,21,Sábado,2.8
